2.5,3,0.1,1.5e-08,5.4566,0.24182,0.16748,0.13398,28.312
2.5,3,0.2,1.5e-08,5.5362,0.23755,0.19729,0.17278,27.812
2.5,4,0.1,1.5e-08,4.6383,0.26374,0.09305,-0.032258,31
2.5,4,0.2,1.5e-08,5.254,0.25034,0.11836,0.041335,29.812
3,2,0.1,1.5e-08,4.8027,0.26324,0.2267,0.21423,26.688
3,2,0.2,1.5e-08,5.2524,0.24064,0.19818,0.19942,27
3,3,0.1,1.5e-08,5.205,0.24599,0.1384,0.018823,29.688
3,3,0.2,1.5e-08,5.1597,0.238,0.13508,-0.018432,30.75
3,4,0.1,1.5e-08,3.624,0.31381,0.034734,-0.032258,31
3,4,0.2,1.5e-08,3.6534,0.31033,0.054349,-0.032258,31
3.5,2,0.1,1.5e-08,5.5055,0.22001,0.18353,0.033901,29.75
3.5,2,0.2,1.5e-08,5.4646,0.22974,0.20344,0.11762,28.625
3.5,3,0.1,1.5e-08,4.126,0.28809,0.067956,-0.032258,31
3.5,3,0.2,1.5e-08,4.2475,0.28954,0.051358,-0.032258,31
3.5,4,0.1,1.5e-08,2.9545,0.35294,0.011073,-0.032258,31
3.5,4,0.2,1.5e-08,2.8663,0.36058,0.01283,-0.032258,31
4,2,0.1,1.5e-08,5.0646,0.2412,0.11766,-0.032258,31
4,2,0.2,1.5e-08,5.3544,0.23309,0.19367,0.10352,28.75
4,3,0.1,1.5e-08,3.3184,0.33305,0.027881,-0.032258,31
4,3,0.2,1.5e-08,3.5766,0.3188,0.030942,-0.032258,31
4,4,0.1,1.5e-08,2.8277,0.36365,0.0069192,-0.032258,31
4,4,0.2,1.5e-08,2.8744,0.35951,0.0057844,-0.032258,31
4.5,2,0.1,1.5e-08,5.4406,0.23652,0.13271,-0.020588,30.75
4.5,2,0.2,1.5e-08,5.04,0.2565,0.13533,0.088598,28.5
4.5,3,0.1,1.5e-08,3.3054,0.33162,0.027911,-0.032258,31
4.5,3,0.2,1.5e-08,3.12,0.34631,0.015524,-0.032258,31
4.5,4,0.1,1.5e-08,2.6727,0.37812,5.7482e-17,-0.032258,31
4.5,4,0.2,1.5e-08,2.7206,0.37376,1.9508e-16,-0.032258,31
5,2,0.1,1.5e-08,4.5962,0.27426,0.051792,-0.032258,31
5,2,0.2,1.5e-08,4.6893,0.26673,0.070883,-0.032258,31
5,3,0.1,1.5e-08,2.882,0.35934,0.0080147,-0.032258,31
5,3,0.2,1.5e-08,2.9636,0.35385,0.0097689,-0.032258,31
5,4,0.1,1.5e-08,2.6441,0.38043,-8.4598e-17,-0.032258,31
5,4,0.2,1.5e-08,2.636,0.38173,-2.1862e-16,-0.032258,31
5.5,2,0.1,1.5e-08,3.8499,0.30418,0.038099,-0.032258,31
5.5,2,0.2,1.5e-08,4.192,0.28689,0.054307,-0.032258,31
5.5,3,0.1,1.5e-08,2.7739,0.36936,0.0018507,-0.032258,31
5.5,3,0.2,1.5e-08,2.6978,0.37395,2.1679e-16,-0.032258,31
5.5,4,0.1,1.5e-08,2.5838,0.38794,1.368e-16,-0.032258,31
5.5,4,0.2,1.5e-08,2.6221,0.3824,-4.085e-16,-0.032258,31
6,2,0.1,1.5e-08,3.7457,0.30958,0.034297,-0.032258,31
6,2,0.2,1.5e-08,3.5742,0.31783,0.04113,-0.032258,31
6,3,0.1,1.5e-08,2.6995,0.3762,5.3837e-17,-0.032258,31
6,3,0.2,1.5e-08,2.78,0.36879,0.00088122,-0.032258,31
6,4,0.1,1.5e-08,2.5957,0.38595,1.4587e-16,-0.032258,31
6,4,0.2,1.5e-08,2.5952,0.38606,1.3893e-16,-0.032258,31
6.5,2,0.1,1.5e-08,3.1127,0.34353,0.020243,-0.032258,31
6.5,2,0.2,1.5e-08,3.1148,0.34453,0.014935,-0.032258,31
6.5,3,0.1,1.5e-08,2.6467,0.38021,2.1664e-16,-0.032258,31
6.5,3,0.2,1.5e-08,2.6652,0.37743,1.8094e-16,-0.032258,31
6.5,4,0.1,1.5e-08,2.5732,0.38918,-1.7509e-16,-0.032258,31
6.5,4,0.2,1.5e-08,2.5744,0.38879,1.4318e-17,-0.032258,31
7,2,0.1,1.5e-08,3.0474,0.34906,0.0073979,-0.032258,31
7,2,0.2,1.5e-08,3.0463,0.34946,0.018871,-0.032258,31
7,3,0.1,1.5e-08,2.6175,0.38311,1.6006e-17,-0.032258,31
7,3,0.2,1.5e-08,2.6313,0.38104,1.5592e-16,-0.032258,31
7,4,0.1,1.5e-08,2.5502,0.39257,-3.7781e-16,-0.032258,31
7,4,0.2,1.5e-08,2.5504,0.39256,-6.0478e-17,-0.032258,31
7.5,2,0.1,1.5e-08,2.8451,0.36361,0.0013964,-0.032258,31
7.5,2,0.2,1.5e-08,2.8893,0.36021,0.0056215,-0.032258,31
7.5,3,0.1,1.5e-08,2.6221,0.38214,-1.1588e-16,-0.032258,31
7.5,3,0.2,1.5e-08,2.5973,0.38576,-1.3924e-16,-0.032258,31
7.5,4,0.1,1.5e-08,2.5508,0.39228,1.8692e-16,-0.032258,31
7.5,4,0.2,1.5e-08,2.5966,0.38543,-5.1351e-17,-0.032258,31
8,2,0.1,1.5e-08,2.7751,0.36628,-1.5167e-16,-0.032258,31
8,2,0.2,1.5e-08,2.8083,0.36482,0.0042869,-0.032258,31
8,3,0.1,1.5e-08,2.5886,0.38689,-2.5753e-16,-0.032258,31
8,3,0.2,1.5e-08,2.5868,0.38722,1.5809e-17,-0.032258,31
8,4,0.1,1.5e-08,2.522,0.39679,-1.9915e-17,-0.032258,31
8,4,0.2,1.5e-08,2.5314,0.39518,-1.7896e-16,-0.032258,31
2,2,0.1,2e-08,5.2393,0.23719,0.2105,0.16706,26.625
2,2,0.2,2e-08,5.3502,0.22943,0.19584,0.18588,26.812
2,3,0.1,2e-08,5.0056,0.23073,0.19093,0.096285,28.875
2,3,0.2,2e-08,4.8683,0.23406,0.18527,-0.0069887,30.5
2,4,0.1,2e-08,5.4866,0.23119,0.17589,0.038231,29.688
2,4,0.2,2e-08,5.2391,0.23758,0.16733,0.0885,28.938
2.5,2,0.1,2e-08,4.9096,0.24026,0.20299,0.14524,28.188
2.5,2,0.2,2e-08,5.2401,0.23849,0.2163,0.23304,26.75
2.5,3,0.1,2e-08,5.4531,0.23206,0.19525,0.12683,28.188
2.5,3,0.2,2e-08,5.3411,0.23348,0.20097,0.12839,28.438
2.5,4,0.1,2e-08,4.6851,0.25886,0.088994,-0.032258,31
2.5,4,0.2,2e-08,4.6384,0.26326,0.091004,-0.032258,31
3,2,0.1,2e-08,5.1347,0.23575,0.18242,0.10268,28.875
3,2,0.2,2e-08,5.3517,0.24466,0.21018,0.24243,26.438
3,3,0.1,2e-08,4.8107,0.25626,0.10152,-0.032258,31
3,3,0.2,2e-08,5.0176,0.24582,0.1442,0.0002779,30.438
3,4,0.1,2e-08,3.3114,0.33052,0.030263,-0.032258,31
3,4,0.2,2e-08,3.6947,0.31101,0.035407,-0.032258,31
3.5,2,0.1,2e-08,5.3935,0.23405,0.17401,0.13342,28.25
3.5,2,0.2,2e-08,5.2275,0.23214,0.19165,0.080853,29
3.5,3,0.1,2e-08,4.6893,0.26837,0.070056,-0.032258,31
3.5,3,0.2,2e-08,4.3317,0.27581,0.087364,-0.032258,31
3.5,4,0.1,2e-08,3.0808,0.34327,0.014892,-0.032258,31
3.5,4,0.2,2e-08,2.9016,0.35765,0.018248,-0.032258,31
4,2,0.1,2e-08,5.2304,0.24017,0.14413,0.042734,29.062
4,2,0.2,2e-08,5.1739,0.25848,0.19303,0.22682,26.625
4,3,0.1,2e-08,3.7041,0.30869,0.048947,-0.032258,31
4,3,0.2,2e-08,3.7901,0.30404,0.034965,-0.032258,31
4,4,0.1,2e-08,2.7565,0.37017,0.0025328,-0.032258,31
4,4,0.2,2e-08,2.7788,0.36749,0.0020259,-0.032258,31
4.5,2,0.1,2e-08,5.1499,0.24689,0.13155,0.033754,29.875
4.5,2,0.2,2e-08,5.0074,0.25565,0.078339,-0.032258,31
4.5,3,0.1,2e-08,3.2323,0.33793,0.016347,-0.032258,31
4.5,3,0.2,2e-08,3.1691,0.34151,0.012549,-0.032258,31
4.5,4,0.1,2e-08,2.69,0.37648,-3.8459e-16,-0.032258,31
4.5,4,0.2,2e-08,2.6867,0.37601,-9.8872e-17,-0.032258,31
5,2,0.1,2e-08,4.079,0.29276,0.042427,-0.032258,31
5,2,0.2,2e-08,4.8011,0.25518,0.10545,-0.032258,31
5,3,0.1,2e-08,2.8117,0.36471,0.0063486,-0.032258,31
5,3,0.2,2e-08,2.9549,0.35464,0.011907,-0.032258,31
5,4,0.1,2e-08,2.6597,0.3771,-2.1578e-16,-0.032258,31
5,4,0.2,2e-08,2.6284,0.38208,-1.0091e-16,-0.032258,31
5.5,2,0.1,2e-08,4.0525,0.28941,0.044088,-0.032258,31
5.5,2,0.2,2e-08,4.0654,0.29044,0.064144,-0.032258,31
5.5,3,0.1,2e-08,2.765,0.36949,1.8286e-16,-0.032258,31
5.5,3,0.2,2e-08,2.7123,0.37365,4.2677e-16,-0.032258,31
5.5,4,0.1,2e-08,2.647,0.37889,5.4366e-17,-0.032258,31
5.5,4,0.2,2e-08,2.6253,0.38167,1.3693e-16,-0.032258,31
6,2,0.1,2e-08,3.3099,0.32871,0.0393,-0.032258,31
6,2,0.2,2e-08,3.4166,0.32535,0.03399,-0.032258,31
6,3,0.1,2e-08,2.6867,0.37567,-2.1466e-16,-0.032258,31
6,3,0.2,2e-08,2.7285,0.372,-3.8788e-16,-0.032258,31
6,4,0.1,2e-08,2.5877,0.38714,1.934e-16,-0.032258,31
6,4,0.2,2e-08,2.5706,0.38947,1.175e-16,-0.032258,31
6.5,2,0.1,2e-08,3.2841,0.33257,0.032217,-0.032258,31
6.5,2,0.2,2e-08,3.4404,0.32469,0.024804,-0.032258,31
6.5,3,0.1,2e-08,2.6556,0.37961,9.7382e-17,-0.032258,31
6.5,3,0.2,2e-08,2.6539,0.37902,-4.5306e-17,-0.032258,31
6.5,4,0.1,2e-08,2.577,0.3885,-1.9735e-16,-0.032258,31
6.5,4,0.2,2e-08,2.5456,0.39324,1.5884e-17,-0.032258,31
7,2,0.1,2e-08,2.9995,0.35377,0.01444,-0.032258,31
7,2,0.2,2e-08,3.0321,0.35052,0.017813,-0.032258,31
7,3,0.1,2e-08,2.6434,0.38118,2.7295e-16,-0.032258,31
7,3,0.2,2e-08,2.6485,0.3785,-3.5115e-16,-0.032258,31
7,4,0.1,2e-08,2.547,0.39297,3.7903e-17,-0.032258,31
7,4,0.2,2e-08,2.5904,0.3863,6.3419e-17,-0.032258,31
7.5,2,0.1,2e-08,3.0094,0.35107,0.01524,-0.032258,31
7.5,2,0.2,2e-08,2.8942,0.35844,0.0076317,-0.032258,31
7.5,3,0.1,2e-08,2.5766,0.38917,3.8113e-17,-0.032258,31
7.5,3,0.2,2e-08,2.6138,0.3839,-2.9453e-16,-0.032258,31
7.5,4,0.1,2e-08,2.5227,0.39667,-1.1871e-16,-0.032258,31
7.5,4,0.2,2e-08,2.5543,0.39171,-4.0113e-16,-0.032258,31
8,2,0.1,2e-08,2.8093,0.36613,0.0081329,-0.032258,31
8,2,0.2,2e-08,2.7687,0.36735,0.0010332,-0.032258,31
8,3,0.1,2e-08,2.6062,0.38489,3.1392e-16,-0.032258,31
8,3,0.2,2e-08,2.6232,0.38279,-8.8356e-17,-0.032258,31
8,4,0.1,2e-08,2.5271,0.39591,5.5206e-17,-0.032258,31
8,4,0.2,2e-08,2.5286,0.39569,3.4339e-16,-0.032258,31
2,2,0.1,2.5e-08,5.3059,0.24679,0.22646,0.23222,25.375
2,2,0.2,2.5e-08,5.3341,0.22152,0.17896,0.088158,28.625
2,3,0.1,2.5e-08,5.1187,0.23881,0.17155,0.094421,29.125
2,3,0.2,2.5e-08,5.1942,0.2553,0.2471,0.27789,25.438
2,4,0.1,2.5e-08,5.3708,0.23217,0.16573,0.018286,30.125
2,4,0.2,2.5e-08,5.2289,0.24214,0.10852,0.0037999,30.375
2.5,2,0.1,2.5e-08,5.1621,0.23895,0.19216,0.19674,27.188
2.5,2,0.2,2.5e-08,5.2825,0.23482,0.19385,0.14512,28
2.5,3,0.1,2.5e-08,5.0296,0.23651,0.15096,-0.024042,30.812
2.5,3,0.2,2.5e-08,5.2358,0.23594,0.15212,0.051559,29.688
2.5,4,0.1,2.5e-08,4.9518,0.25257,0.090582,-0.032258,31
2.5,4,0.2,2.5e-08,4.584,0.26241,0.099746,-0.032258,31
3,2,0.1,2.5e-08,4.7494,0.23743,0.17951,0.0086365,30.25
3,2,0.2,2.5e-08,5.0507,0.23936,0.18958,0.15576,27.938
3,3,0.1,2.5e-08,5.2865,0.24052,0.12855,-0.0061848,30.562
3,3,0.2,2.5e-08,5.3593,0.23289,0.15807,-0.032258,31
3,4,0.1,2.5e-08,3.4501,0.32538,0.031545,-0.032258,31
3,4,0.2,2.5e-08,3.3026,0.33147,0.036364,-0.032258,31
3.5,2,0.1,2.5e-08,5.2236,0.23157,0.19021,0.099722,28.75
3.5,2,0.2,2.5e-08,4.9222,0.23984,0.15155,0.045618,29.688
3.5,3,0.1,2.5e-08,4.473,0.27319,0.059386,-0.032258,31
3.5,3,0.2,2.5e-08,4.1278,0.29512,0.042999,-0.032258,31
3.5,4,0.1,2.5e-08,2.9503,0.35532,0.011969,-0.032258,31
3.5,4,0.2,2.5e-08,2.9846,0.35243,0.0084866,-0.032258,31
4,2,0.1,2.5e-08,5.5346,0.23261,0.1755,0.10616,28.562
4,2,0.2,2.5e-08,5.4694,0.23305,0.18119,0.093766,28.875
4,3,0.1,2.5e-08,3.6073,0.31452,0.032346,-0.032258,31
4,3,0.2,2.5e-08,3.4094,0.32416,0.039078,-0.032258,31
4,4,0.1,2.5e-08,2.9213,0.35634,2.9891e-16,-0.032258,31
4,4,0.2,2.5e-08,2.7324,0.37196,1.3182e-16,-0.032258,31
4.5,2,0.1,2.5e-08,5.0651,0.25091,0.1406,0.063488,29.438
4.5,2,0.2,2.5e-08,5.509,0.2307,0.15845,0.0083565,30.375
4.5,3,0.1,2.5e-08,2.8786,0.35973,0.0063865,-0.032258,31
4.5,3,0.2,2.5e-08,2.9203,0.35641,0.01174,-0.032258,31
4.5,4,0.1,2.5e-08,2.7356,0.37413,0.0029065,-0.032258,31
4.5,4,0.2,2.5e-08,2.7095,0.37379,-3.0718e-17,-0.032258,31
5,2,0.1,2.5e-08,4.4884,0.27295,0.075123,-0.032258,31
5,2,0.2,2.5e-08,4.7884,0.25821,0.099199,-0.032258,31
5,3,0.1,2.5e-08,2.7406,0.37052,0.00024524,-0.032258,31
5,3,0.2,2.5e-08,2.8886,0.35924,0.0072901,-0.032258,31
5,4,0.1,2.5e-08,2.6777,0.37623,-1.7492e-16,-0.032258,31
5,4,0.2,2.5e-08,2.6334,0.38121,-1.1327e-16,-0.032258,31
5.5,2,0.1,2.5e-08,4.5713,0.27607,0.063875,-0.032258,31
5.5,2,0.2,2.5e-08,3.7636,0.30617,0.0422,-0.032258,31
5.5,3,0.1,2.5e-08,2.8538,0.3656,-1.3775e-16,-0.032258,31
5.5,3,0.2,2.5e-08,2.7426,0.37164,0.0025709,-0.032258,31
