2,2,0.1,4.4303,0.26064,0.12511,-0.020314,30.75
2,2,0.2,5.0384,0.26076,0.23112,0.27134,25.188
2,2,0.3,4.7836,0.23437,0.16724,0.025219,29.75
2,2,0.4,5.1439,0.24207,0.17948,0.13642,26.938
2,2,0.5,5.1138,0.24161,0.21973,0.21331,26.375
2,2,0.6,4.3673,0.2623,0.10873,0.031846,29.062
2,2,0.7,5.0656,0.24108,0.22514,0.20303,26.312
2,2,0.8,4.5884,0.25489,0.23451,0.16822,27.188
2,2,0.9,5.1214,0.25229,0.21309,0.24175,25.938
2,3,0.1,5.2508,0.23859,0.20928,0.19279,26.938
2,3,0.2,5.2214,0.23336,0.21451,0.1723,27.625
2,3,0.3,5.2856,0.23318,0.23498,0.19162,27.125
2,3,0.4,4.7615,0.24065,0.18905,0.09051,29.125
2,3,0.5,5.1327,0.2538,0.2042,0.24842,26.188
2,3,0.6,5.3896,0.22907,0.19767,0.12811,28.562
2,3,0.7,5.3563,0.23273,0.21069,0.1486,28.125
2,3,0.8,5.3744,0.23179,0.20355,0.15065,28.125
2,3,0.9,5.3128,0.23628,0.20032,0.14777,27.75
2,4,0.1,5.139,0.23624,0.18553,0.064942,29.625
2,4,0.2,5.5822,0.23629,0.16616,0.092379,29.062
2,4,0.3,5.3607,0.2287,0.15278,-0.022956,30.812
2,4,0.4,5.5973,0.23059,0.12592,-0.032258,31
2,4,0.5,5.2267,0.23923,0.17005,0.080906,29.062
2,4,0.6,5.6098,0.23284,0.18904,0.11799,28.5
2,4,0.7,5.4349,0.2378,0.19526,0.1412,28
2,4,0.8,5.1213,0.23435,0.1613,0.067338,29.312
2,4,0.9,5.5999,0.23885,0.20458,0.18916,27.188
2,5,0.1,4.5007,0.27198,0.072929,-0.032258,31
2,5,0.2,4.8988,0.25554,0.095193,-0.032258,31
2,5,0.3,5.0973,0.24891,0.095649,-0.032258,31
2,5,0.4,4.7871,0.25935,0.083601,-0.032258,31
2,5,0.5,5.2498,0.2423,0.10888,-0.029147,30.938
2,5,0.6,5.1745,0.2439,0.10997,-0.032258,31
2,5,0.7,5.1656,0.23462,0.15181,-0.026452,30.875
2,5,0.8,4.5287,0.26988,0.076217,-0.032258,31
2,5,0.9,4.4468,0.27441,0.063277,-0.032258,31
2,6,0.1,3.9826,0.29756,0.038545,-0.032258,31
2,6,0.2,3.6129,0.31415,0.034963,-0.032258,31
2,6,0.3,3.5503,0.31899,0.028953,-0.032258,31
2,6,0.4,3.8548,0.30743,0.025591,-0.032258,31
2,6,0.5,3.4797,0.32398,0.024822,-0.032258,31
2,6,0.6,3.4405,0.32463,0.02859,-0.032258,31
2,6,0.7,3.8254,0.30454,0.039619,-0.032258,31
2,6,0.8,3.6737,0.31205,0.03609,-0.032258,31
2,6,0.9,3.197,0.33984,0.018445,-0.032258,31
2,7,0.1,3.1291,0.34471,0.024437,-0.032258,31
2,7,0.2,2.9844,0.35119,0.024946,-0.032258,31
2,7,0.3,3.0789,0.34683,0.015541,-0.032258,31
2,7,0.4,2.9937,0.35282,0.0093676,-0.032258,31
2,7,0.5,3.0895,0.3462,0.019018,-0.032258,31
2,7,0.6,3.1621,0.34441,0.015811,-0.032258,31
2,7,0.7,2.9667,0.35404,0.00432,-0.032258,31
2,7,0.8,2.9979,0.34955,0.009072,-0.032258,31
2,7,0.9,3.2251,0.33996,0.012378,-0.032258,31
2,8,0.1,2.8062,0.36641,0.0029169,-0.032258,31
2,8,0.2,2.8662,0.36406,0.014382,-0.032258,31
2,8,0.3,2.8821,0.36225,0.0045238,-0.032258,31
2,8,0.4,2.8709,0.36065,0.004812,-0.032258,31
2,8,0.5,2.7959,0.36664,0.0034302,-0.032258,31
2,8,0.6,2.7551,0.36919,7.5081e-18,-0.032258,31
2,8,0.7,2.7931,0.36731,0.0034514,-0.032258,31
2,8,0.8,2.787,0.36642,2.1474e-17,-0.032258,31
2,8,0.9,2.9358,0.35763,0.0004706,-0.032258,31
2,9,0.1,2.6738,0.3796,-2.9504e-16,-0.032258,31
2,9,0.2,2.7246,0.37347,-9.2899e-17,-0.032258,31
2,9,0.3,2.721,0.37332,-1.2449e-16,-0.032258,31
2,9,0.4,2.781,0.36888,-3.2302e-17,-0.032258,31
2,9,0.5,2.6851,0.37613,2.2715e-16,-0.032258,31
2,9,0.6,2.7196,0.37188,1.9885e-16,-0.032258,31
2,9,0.7,2.7084,0.37317,1.7921e-16,-0.032258,31
2,9,0.8,2.7317,0.37018,2.7286e-16,-0.032258,31
2,9,0.9,2.7124,0.37194,9.0944e-17,-0.032258,31
2,10,0.1,2.649,0.38129,-2.8584e-16,-0.032258,31
2,10,0.2,2.649,0.37977,9.4109e-17,-0.032258,31
2,10,0.3,2.6361,0.3807,-3.371e-17,-0.032258,31
2,10,0.4,2.6743,0.37683,-1.3069e-16,-0.032258,31
2,10,0.5,2.658,0.37843,-9.7287e-17,-0.032258,31
2,10,0.6,2.6691,0.37706,-4.2216e-18,-0.032258,31
2,10,0.7,2.6731,0.37696,1.4969e-16,-0.032258,31
2,10,0.8,2.6699,0.37731,-1.3554e-16,-0.032258,31
2,10,0.9,2.6783,0.37706,-2.5082e-17,-0.032258,31
2,11,0.1,2.6201,0.38323,-1.3834e-16,-0.032258,31
2,11,0.2,2.5986,0.38671,-5.1587e-17,-0.032258,31
2,11,0.3,2.628,0.38271,-2.3605e-16,-0.032258,31
2,11,0.4,2.6619,0.37741,2.4466e-17,-0.032258,31
2,11,0.5,2.6173,0.38301,1.9294e-16,-0.032258,31
