1,0.003,0.0003
1,0.002,0.0002
1,0.001,0.0001
0.49136,0.0005,5e-05
0.48346,0.0001,1e-05
1,0.003,0.0003
1,0.002,0.0002
1,0.001,0.0001
1,0.0005,5e-05
0.47534,0.0001,1e-05
1,0.003,0.0003
1,0.002,0.0002
1,0.001,0.0001
0.70557,0.0005,5e-05
0.44235,0.0001,1e-05
1,0.003,0.0003
1,0.002,0.0002
1,0.001,0.0001
1,0.0005,5e-05
0.48603,0.0001,1e-05
1,0.003,0.0003
1,0.002,0.0002
1,0.001,0.0001
0.91004,0.0005,5e-05
0.53314,0.0001,1e-05
1,0.003,0.0003
1,0.002,0.0002
0.72547,0.001,0.0001
1,0.0005,5e-05
0.59797,0.0001,1e-05
1,0.003,0.0003
1,0.002,0.0002
1,0.001,0.0001
0.84154,0.0005,5e-05
0.50972,0.0001,1e-05
1,0.003,0.0003
1,0.002,0.0002
1,0.001,0.0001
1,0.0005,5e-05
0.53099,0.0001,1e-05
1,0.003,0.0003
1,0.002,0.0002
1,0.001,0.0001
0.81907,0.0005,5e-05
0.45718,0.0001,1e-05
1,0.003,0.0003
1,0.002,0.0002
1,0.001,0.0001
0.88228,0.0005,5e-05
0.47246,0.0001,1e-05
