1,0.003,0.0003
1,0.002,0.0002
1,0.001,0.0001
1,0.0005,5e-05
0.49036,0.0001,1e-05
1,0.003,0.0003
1,0.002,0.0002
1,0.001,0.0001
0.74347,0.0005,5e-05
0.47571,0.0001,1e-05
1,0.003,0.0003
1,0.002,0.0002
0.92466,0.001,0.0001
0.68167,0.0005,5e-05
0.46551,0.0001,1e-05
1,0.003,0.0003
1,0.002,0.0002
1,0.001,0.0001
0.52718,0.0005,5e-05
0.52189,0.0001,1e-05
1,0.003,0.0003
1,0.002,0.0002
1,0.001,0.0001
0.84749,0.0005,5e-05
0.4979,0.0001,1e-05
1,0.003,0.0003
1,0.002,0.0002
1,0.001,0.0001
1,0.0005,5e-05
0.50376,0.0001,1e-05
1,0.003,0.0003
1,0.002,0.0002
1,0.001,0.0001
0.94224,0.0005,5e-05
0.44696,0.0001,1e-05
1,0.003,0.0003
1,0.002,0.0002
1,0.001,0.0001
1,0.0005,5e-05
0.48611,0.0001,1e-05
1,0.003,0.0003
1,0.002,0.0002
1,0.001,0.0001
0.60896,0.0005,5e-05
0.46766,0.0001,1e-05
1,0.003,0.0003
1,0.002,0.0002
0.9101,0.001,0.0001
0.49724,0.0005,5e-05
0.55724,0.0001,1e-05
