0,0.11046,0,0,0,0,0.16493,0,0.56726,0,0.55055,0,0,0.44966,0.12285,0.22864,0.42676,0.26067,0.26741,0.6768,0.43836,0,0.20601,0.30732,0,0.054743,0.40018,0,0,0.3899,0,0.37516,0.26559,0.24728,0,0.55278,0.09503,0.22046,0.080639,0.13962,0,0.7088,0,0.088189,0.073143,0.1364,0.35374,0.10694,0.067721,0,0.059179,0.13304,0.37602,0,0.062385,0.12342,0.23897,0.10593,0.097298,0.21194,0.087703,0.37772,0.72806,0.080472,0,0.18905,0.12028,0,0.29609,0.63578,0.34268,0.54793,0,0,0.21932,0.097106,0.12444,0,0.17042,0.45315,0,0,0.07387,0.2955,0.19224,0,0.25758,0,0.34472,0.10666
0.11046,0,0.49576,0.19512,0.17076,0.087714,0,0.08438,0.26796,0,0,0.065441,0,0.087564,0,0.38358,0.80018,0.50286,0.41409,0.91907,0.28059,0,0,0,0.53864,0.092704,0.079252,0,0,0.059913,0.050754,0.708,0.44398,0.14614,0.26914,0.10778,0,0,0.16637,0.16643,0.16025,0,0.16489,0.095906,0.19177,0.43039,0.34545,0.2436,0.68557,0.23601,0.25194,0,0.053642,0,0,0.61443,0,0.20884,0,0.49621,0.50781,0.14312,0.12723,0,0.37732,0.45319,0.25388,0.12077,0,0,0.13273,0.1678,0.44364,0,0.17621,0,0.19388,0.20688,0.18886,0.60199,0,0.080306,0.41157,0.38975,0.099583,0.67867,0.082635,0.19269,0.23526,0.14595
0,0.49576,0,0,0.44188,0.15221,0.50878,0,0.17012,0.4493,0.17707,0.92692,0.58469,0.084065,0.21811,0.50679,0.08018,0.28782,0.39683,0.37952,0.2067,0,0.40578,0.53407,0.51888,0.13364,0.31782,0,0,0,0.22565,0.38418,0.17724,0,0.078792,0,0,0.22326,0,0.16394,0.65565,0.27717,0.20187,0.13737,0.12304,0.076457,0.37866,0.079241,0.61309,0.45713,0.47988,0.24271,0.090878,0,0.16348,0.10527,0.15315,0.424,0.64653,0.095996,0.21814,0.080679,0.19487,0.19227,0.1297,0.067265,0.078237,0.25552,0,0,0.13834,0.3095,0.44839,0.58667,0.3795,0.29967,0.24932,0.22368,0.11466,0.15656,0.70173,0.23763,0.13155,0,0.22723,0.060589,0.18402,0.088016,0.089234,0
0,0.19512,0,0,0.10714,0.11112,0,0.38947,0.056749,0.093517,0.29359,0.27724,0,0.067929,0.14481,0.085002,0,0.25074,0.068069,0.13964,0.11752,0.14074,0.37655,0.29255,0.30338,0.61855,0.07575,0.14588,0.26899,0.36366,0,0.14314,0,0.2796,0.075612,0.34899,0.094617,0.19757,0.13131,0.24224,0,0.61015,0,0.22494,0,0.073641,0.19364,0.2292,0.14307,0.15474,0.23253,0.07394,0,0,0.19095,0.10779,0.15948,0.35783,0.45482,0.40181,0,0.07115,0.21324,0,0.33191,0,0.51641,0.069318,0,0,0.072903,0.27093,0,0.11879,0.18716,0.12853,0.39065,0.26195,0.067202,0.21724,0.33791,0,0.088196,0.6301,0.12949,0.087925,0,0.81531,0,0.36071
0,0.17076,0.44188,0.10714,0,0,0.11229,0,0.51892,0.95358,0,0.29266,0.40321,0,0.5608,0.099992,0,0.30319,0.58509,0.23759,0.50358,0.33318,0.10693,0.077025,0.43117,0.13875,0.31229,0.27153,0.084764,0.057979,0.85471,0,0.19857,0.079864,0.23385,0.90606,0.11466,0.40361,0.073882,0.61103,0.13529,0.2187,0,0,0,0.18802,0,0,0.067366,0.27907,0.050334,0,0.075011,0.25338,0.66497,0.31408,0,0.15165,0.083257,0.095888,0.051505,0.07743,0.7684,0,0.12597,0.33678,0.54978,0.26538,0.087347,0.062143,0.19725,0.078666,0.42122,0.20631,0.13197,0.056687,0,0.12799,0.43439,0,0.15218,0.3246,0.25845,0.14512,0.14364,0.91453,0.083999,0.16454,0,0.12085
0,0.087714,0.15221,0.11112,0,0,0,0.096253,0,0.43136,0.12781,0,0.082462,0.11338,0.29089,0.42097,0.11076,0.20615,0.26472,0.14157,0.16901,0.2307,0,0.38781,0.076829,0.48436,0.19853,0.4795,0.16975,0.34893,0,0,0.28994,0.27491,0,0.27608,0.17401,0.12803,0.11374,0.45113,0.39594,0.57352,0.085019,0.1304,0,0.14655,0.11731,0.11723,0,0.40101,0.57084,0.19011,0.090676,0,0,0.11806,0.50436,0,0,0,0,0.17755,0.21022,0,0.10226,0,0.11953,0.081666,0,0,0.25613,0,0.058954,0.10035,0.11919,0.35455,0.16014,0.13178,0,0,0,0,0,0.32143,0.26554,0,0.26204,0.16304,0.20442,0.12353
0.16493,0,0.50878,0,0.11229,0,0,0,0,0.43496,0.1979,0.21058,0.36115,0.10182,0.67306,0,0.28086,0.21274,0.12011,0.21479,0,0.12219,0.13682,0.36848,0.57249,0.96156,0.052141,0.25161,0.14389,0.37937,0.073663,0.20185,0.10206,0.096116,0.050962,0.054485,0.29653,0.81882,0.36515,0.59018,0.088197,0.51335,0.16183,0.067451,0.1566,0,0,0.73447,0,0.053138,0,0.16491,0.25294,0.34277,0.13213,0.32388,0.082949,0.75167,0.29911,0.092447,0.47822,0,0.20111,0.25997,0.072473,0.057371,0.074933,0,0.11702,0.13559,0.13363,0.49052,0.3952,0.12631,0.54571,0.17828,0.081155,0.082014,0.081804,0.64036,0,0.050224,0.19157,0.5051,0,0.38115,0.054253,0,0.24279,0
0,0.08438,0,0.38947,0,0.096253,0,0,0.083489,0.15458,0.12691,0.47999,0.16158,0.2157,0,0.064377,0.37102,0.073582,0.15627,0,0.3327,0.31752,0,0.1707,0.34472,0.21716,0,0,0.050407,0.12601,0.26204,0.09646,0.22916,0.24983,0.098413,0.050349,0,0.05928,0.95773,0,0,0,0,0.38545,0.11294,0.16775,0.082599,0.062439,0.1723,0.068228,0,0.17428,0.12113,0.32483,0,0.26962,0.10438,0.50274,0,0.12501,0,0,0.229,0.48856,0.44209,0,0.36476,0.12664,0.23645,0.21404,0.079846,0.078816,0,0.26177,0.070718,0.092354,0.15006,0.82245,0.070251,0.11497,0.62761,0.10729,0,0.43035,0,0.10381,0,0.2225,0,0.7275
0.56726,0.26796,0.17012,0.056749,0.51892,0,0,0.083489,0,0.10555,0.070244,0.071955,0,0,0.42383,0.58589,0.079098,0.075248,0.11163,0.32062,0.15382,0.7448,0,0.27875,0.29008,0.068051,0.57685,0.58437,0.49209,0,0.093252,0.10787,0.13923,0,0.2419,0.072172,0.2301,0.6777,0.16929,0.066172,0,0.44981,0.2644,0.17428,0.16207,0.091674,0.11998,0.29029,0.31122,0.73014,0,0.068487,0.15208,0.59896,0,0.066259,0,0.20484,0,0.25167,0.5795,0.13122,0,0.37709,0.09365,0.74236,0,0.13303,0.4151,0,0.9318,0,0,0,0.1172,0.057563,0,0.078996,0.21295,0.050978,0.096154,0,0.15747,0.48835,0.33301,0.83828,0.18892,0.35447,0.17775,0.70846
0,0,0.4493,0.093517,0.95358,0.43136,0.43496,0.15458,0.10555,0,0,0.41451,0.058387,0.21954,0.51927,0.34919,0.30507,0,0,0.12518,0.39344,0.22394,0.32233,0.15759,0,0.58504,0,0.20425,0,0.69823,0.079036,0.16073,0.48445,0,0.06056,0.15613,0.086892,0.69202,0,0.08934,0,0.19242,0.44362,0.17834,0.2076,0.23342,0,0.16133,0.052481,0.089186,0.3238,0.07309,0,0.16204,0.06585,0.076194,0.13786,0.22934,0.17313,0,0.20356,0.26134,0.11665,0.2492,0.38298,0.11571,0.30195,0.15002,0,0.076449,0.064315,0.13889,0.27641,0.27214,0.58077,0.12382,0.090558,0,0.15929,0.40286,0.6659,0.32559,0,0.36685,0,0.22877,0,0.18568,0.073874,0
